ID	AUTHOR	YEAR	LIST_SUFFIX	ITEMS	TAGS	SOURCE_LANGUAGE	TARGET_LANGUAGE	URL	REFS	PDF	NOTE	PAGES	ALIAS
Dunn-2012-207	Dunn, Michael	2012		207	basic	English	Indo-European	http://ielex.mpi.nl/meanings/	Dunn2012		This list of 207 items used in the [Indo-European Lexical Cognacy Database](http://ielex.mpi.nl) is a close but not exact merger of [Swadesh's list of 200 items](:ref:Swadesh-1952-200) and his [list of 100 items](:ref:Swadesh-1955-100). It is not exact, since transitive and intransitive forms of the verb to burn which occur separately in the initial lists, are merged into one item. This list is also used as the basic list behind the [Wiktionary Swadesh Lists](http://en.wiktionary.org/wiki/Appendix:Spanish_Swadesh_list) (see the [Wiktionary swadesh list](:ref:Wiktionary-2003-207)).		
McMahon-2005-30	McMahon, April and McMahon, Robert	2005		30	hihi	English	Indo-European		McMahon2005	McMahon2005	This is what the authors call a «hihi» list for Indo-European languages in the database by [Dyen et al. (1997)](:bib:Dyen1997), that is, a list high in «reconstructability» and high in «retentiveness». So the items are supposed to be among the most stable concepts that can be found in the Indo-European languages.	109	
McMahon-2005-23	McMahon, April and McMahon, Robert	2005		23	lolo	English	Indo-European		McMahon2005	McMahon2005	This is what the authors call a «lolo» list for Indo-European languages in the database by [Dyen et al. (1997)](:bib:Dyen1997), that is, a list low in «reconstructability» and low in «retentiveness». So the items are supposed to be among the less stable concepts that can be found in Swadesh-style databases for Indo-European languages.	109	
Buck-1949-1110	Buck, Carl Darling	1949		1108	questionnaire	English	Indo-European		Buck1949	Buck1949	This famous resource on words of similar meanings in Indo-European languages was the basis for later large word list collections like [WOLD (Haspelmath and Tadmor 2009)](:ref:Haspelmath-2009-1460), and [IDS (Key and Comrie 2015)](:ref:Key-2016-1310). Due lack of resources we are not able to provide a list which was fully digitized from the book, but had to rely on the index in the end of the book, and a semi-automatic comparison with the list by Haspelmath and Tadmor. A larger amount of concepts was also left unlinked, since they seem to be too specific to justify their inclusion in this resource at the moment. So when using this list for important studies, we recommend to check with the original to make sure there are no errors. If errors are detected, we further appreciate to be notified via our [GitHub repository](https://github.com/concepticon/concepticon-data).	1505-1515	Buck
Dyen-1964-154	Dyen, Isidore	1964		154	ranked	English	Indo-European		Dyen1964	Dyen1964	This list represents the original [list of 200 items by Swadesh](:ref:Swadesh-1952-200) which was ranked by comparing the amount of cognate pairs found in 39 Indo-European languages, with items of low ranks representing items which have a high amount of cognate pairs when comparing all languages in a pairwise fashion. The author gives also a [ranked list for Malayo-Polynesian languages](:ref:Dyen-1964-196). Since the majority of languages was taken from [Buck's (1949) dictionary](:bib:Buck1949), and the author had problems in covering all meanings of the 200 item list, the list was reduced to 154 items. Of the 154 items, however, only 153 appear in the ranking, due to a typesetting error with a missing concept for rank 133.	242f	
Pagel-2007-200	Pagel, Mark and Atkinson, Quentin D. and Meade, Andrew	2007		200	ranked,basic	English	Indo-European		Pagel2007		This list stems from the database of [Dyen, Kruskal and Black (1992)](:bib:Dyen1992) (see also the [original concept list](:ref:Dyen-1992-200))  and is supposed to directly reflect the list by [Swadesh 1952](:ref:Swadesh-1952-200), yet the concept labels slightly differ from the original concept list. The list presents ranks for the 200 basic concepts, which are retrieved from the calculation of evolutionary rates from phylogenetic analyses on the database by Dyen et al (1992).	supplement	
Kassian-2015-50	Kassian, Alexei and Zhivlov, Mikhail and Starostin, George S.	2015		50	basic, ranked	English	Indo-European-Uralic		Kassian2015b	Kassian2015	This list is based on the supposedly ultra-stable [list of 50 items](:ref:Starostin-2010-50) of the [GLD](http://starling.rinet.ru/new100/main.htm) project and was used to test the relatedness of Indo-European and Uralic. It differs from this list in one item: «liver» was used to replace «louse» since louse posed some problems in the Indo-European reconstruction.	312	
Hattori-1973-200	Hattori, Shirō	1973		200	basic	English	Japanese		Hattori1973	Hattori1973	This concept list of 200 items was proposed as a diagnostic test list for lexicostatistical studies of Japanese dialects. The list slightly differs from [Swadesh's list of 200 items](:ref:Swadesh-1952-200), althought the explicitly mentions on page 375 that the englarged 200 item list of Swadesh is being used.	376-287	
Hattori-1961-236	Hattori, Shirō	1961		236	basic	English	Japanese dialects		Hattori1961	Hattori1961	This concept list was the basis for several lexicostatistical studies of the Japanese dialects. The list diverges from [Swadesh's list of 200 items](:ref:Swadesh-1952-200) especially in that the author lists additional alternatives for certain of the test items (numbered as *a* and *b*). This list itself was published already earlier than the source we quote here ([Hattori 1954](:bib:Hattori1954)). We quote the later list for practical reasons, since it is taken from a text written in English, and our team currently lacks Japanese speaking colleagues.	55f	
Lee-2011-211	Lee, S. and Hasegawa, Toshiharu	2011		211	basic	English	Japonic		Lee2011	Lee2011	This list is almost completely identical with the list of [210 items by Blust](:ref:Blust-2008-210), but the authors diverge in two positions from the concept labels used in the original list: they write «lightening» instead of «lightning», and «ash» instead of «ashes». The concept «at» also occurs (suprisingly) two times in their list, both times with other reflexes in the data. For this reason, we count 211 concept for this concept lists, not 210, as in the list by Blust.		
Nagaraja-2013-200	Nagaraja, K. S. and Sidwell, Paul and Greenhill, Simon J.	2013		200	areal	English	Khasian		Nagaraja2013	Nagaraja2013	This list was used for a lexicostatistical investigation of four Khasian languages. Judging from the concept labels, it was directly derived from [Gudschinsky's list of 200 items](:ref:Gudschinsky-1956-200) and is therefore not completely identical with [Swadesh's list of 200 items](:ref:Swadesh-1952-200). Furthermore, the compilers read the concept label «lie» as «lie, deceive», while most other concept lists read it as «lie, rest».	07. Nov	
Dixon-1919-175	Dixon, Roland B. and Kroeber, Alfred L.	1919		173	specific	English	languages of California		Dixon1919	Dixon1919	This is an early example of a concept list which was employed for the purpose of language comparison. Strictly speaking, the list itself contains much less conceptual items than 173, since the authors list items which are expressed by multiple cognate sets in the languages of California separately. In order to get these cognate sets, they used a list of 225 English words which is, unfortunately, not reported in the study. According to the authors, the list of cognate sets contains 175 items, but in the source, only 171 items are listed, with 2 further being labeled as secondary in the source. In order to keep close to the original, we decided to add their concept list in unmodified form to the concepticon.	56-61	
Dyen-1964-196	Dyen, Isidore	1964		196	ranked	English	Malayo-Polynesian		Dyen1964	Dyen1964	This list represents the original [list of 200 items by Swadesh](:ref:Swadesh-1952-200) which was ranked by comparing the amount of cognate pairs found in 89 Malayo-Polynesian languages, with items of low ranks representing items which have a high amount of cognate pairs when comparing all languages in a pairwise fashion. The author gives also a [ranked list for Indo-European languages](:ref:Dyen-1964-154).	244-246	
Tryon-1983-200	Tryon, Darrel T. and Hackman, Brian D.	1983		200	areal	English	Melanesian		Tryon1983	Tryon1983	This list is based on the two lists published in [Samarin (1967)](:bib:Samarin1967), and was used to carry out a lexicostatistic subgrouping of the languages of the Solomon islands. The compilers note that they replaced forty items which were found unsuitable for their comparison with alternative concepts. In the list, those concepts which, according to the compilers, stem from [Samarin's list of 100 items](:ref:Samarin-1967-100) are marked with one asterisk, those items which stem from [the list of 200 items](:ref:Samarin-1967-218) are marked with two asterisks, and the 40 additional items are left unmarked. This list is a subset of a larger [list of 324 items](:ref:Tryon-1983-324) that was collected and published along with the source and used for broader investigations, including the determination of regular sound correspondences.	28f	
