ID	NUMBER	ENGLISH	ENGLISH_GLOSS	FRENCH_GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gravina-2014-1611-1520	1520	wake up (intr)	wake up (intr)	se réveiller	1602	WAKE UP
Gravina-2014-1611-1521	1521	walk	walk	aller // marcher // promenade // promener	1443	WALK
Gravina-2014-1611-1522	1522	wall	wall	mur // muraille	3830	WALL
Gravina-2014-1611-1523	1523	wander	wander	errer	3666	WANDER
Gravina-2014-1611-1524	1524	want, desire (v)	want, desire (v)	vouloir // vouloir, désirer	2117	DESIRE
Gravina-2014-1611-1525	1525	war	war	guerre	935	WAR
Gravina-2014-1611-1526	1526	warthog	warthog	phacochère		
Gravina-2014-1611-1527	1527	wash (tr)	wash (tr)	laver	1453	WASH
Gravina-2014-1611-1528	1528	wash clothes	wash clothes	laver (habits)	1453	WASH
Gravina-2014-1611-1529	1529	wash utensils	wash utensils	laver (vaisselle, ustensiles) // laver la vaiselle		
Gravina-2014-1611-1530	1530	watch	watch	garder // guetter // montre // regarder // surveiller // veiller, surveiller	1650	WATCH
Gravina-2014-1611-1531	1531	water	water	arroser // eau	948	WATER
Gravina-2014-1611-1532	1532	waterfall	waterfall	chute d'eau // chute d’eau // chute, cataract // chute_d'eau	943	WATERFALL
Gravina-2014-1611-1533	1533	waterhole	waterhole	abreuvoir, étang // mare // marre		
Gravina-2014-1611-1534	1534	wave	wave	vague	978	WAVE
Gravina-2014-1611-1535	1535	wave (hand as a greeting) (v)	wave (hand as a greeting) (v)	faire signe de la main	3544	WAVE (VERB)
Gravina-2014-1611-1536	1536	we	we	nous // nous (excl) // nous (incl) // nous (|fi{inclusif et exclusif})	1212	WE
Gravina-2014-1611-1537	1537	we (incl.)	we (incl.)	nous (incl.)	1131	WE (INCLUSIVE)
Gravina-2014-1611-1538	1538	wear clothes	wear clothes	porter des vêtements // porter les vêtements	976	WEAR
Gravina-2014-1611-1539	1539	weave	weave	tisser // tisser ; tresser	133	WEAVE
Gravina-2014-1611-1540	1540	weaver	weaver	tisserand // tisserin	3637	WEAVER
Gravina-2014-1611-1541	1541	wedding (ceremony)	wedding (ceremony)	mariage (cérémonie)	1259	WEDDING
Gravina-2014-1611-1542	1542	weed (v)	weed (v)	dédherber // enlever les mauvaises herbes // enlever les mauvaises herbes; sarcler	3548	PULL UP WEEDS
Gravina-2014-1611-1543	1543	weeds	weeds	mauvaises herbes // mauvaises_herbes	3288	WEED
Gravina-2014-1611-1544	1544	weigh	weigh	peser	1098	WEIGH
Gravina-2014-1611-1545	1545	weight	weight	poids	2466	WEIGHT
Gravina-2014-1611-1546	1546	well	well	bien // donc // puit // puits	954	WELL
Gravina-2014-1611-1547	1547	well (adv)	well (adv)	bien	1035	GOOD
Gravina-2014-1611-1548	1548	well (n)	well (n)	puits	954	WELL
Gravina-2014-1611-1549	1549	west	west	Ouest // ouest	1817	WEST
Gravina-2014-1611-1550	1550	what?	what?	"Oui? En réponse à qqn qui appelle qqn, ce dernier répond ""|fv{Away}"". // quoi ? // quoi?"	1236	WHAT
Gravina-2014-1611-1551	1551	when	when	quand	1238	WHEN
Gravina-2014-1611-1552	1552	when?	when?	quand ? // quand?	1238	WHEN
Gravina-2014-1611-1553	1553	where?	where?	où ? // où?	1237	WHERE
Gravina-2014-1611-1554	1554	which?	which?	lequel ? // lequel?	727	WHICH
Gravina-2014-1611-1555	1555	whip (v)	whip (v)	fouetter		
Gravina-2014-1611-1556	1556	whirlwind	whirlwind	tourbillion // tourbillon // tourbillon de vent	3740	WHIRLWIND
Gravina-2014-1611-1557	1557	whisper (v)	whisper (v)	chuchoter	55	WHISPER
Gravina-2014-1611-1558	1558	whistle (v)	whistle (v)	siffler	1025	WHISTLE
Gravina-2014-1611-1559	1559	white	white	blanc // tout blanc	1335	WHITE
Gravina-2014-1611-1560	1560	white hair	white hair	cheveux blanc // cheveux blancs		
Gravina-2014-1611-1561	1561	white man	white man	homme blanc	2839	WHITE MAN
Gravina-2014-1611-1562	1562	who?	who?	qui ? // qui ? (pluriel) // qui?	1235	WHO
Gravina-2014-1611-1563	1563	whole	whole	entier // entier, l'ensemble, le tout // non-écrasé // tout	2277	WHOLE
Gravina-2014-1611-1564	1564	why?	why?	pourquoi ? // pourquoi?	1270	WHY
Gravina-2014-1611-1565	1565	wide	wide	large // large (d' une chambre) // large_(d' un champ) // large_(d' une route) // largement	1243	WIDE
Gravina-2014-1611-1566	1566	widen	widen	elargir // élargir // élargir intérieurement		
Gravina-2014-1611-1567	1567	widow	widow	veuve	1756	WIDOW
Gravina-2014-1611-1568	1568	wife	wife	femme // femme, épouse // épous // épouse	1199	WIFE
Gravina-2014-1611-1569	1569	wild cat	wild cat	chat sauvage, fauve	2241	WILD CAT
Gravina-2014-1611-1570	1570	wind	wind	vent	960	WIND
Gravina-2014-1611-1571	1571	window	window	fenêtre // vitre	1375	WINDOW
Gravina-2014-1611-1572	1572	wing	wing	aile	1257	WING
Gravina-2014-1611-1573	1573	wink (eye)	wink (eye)	faire un clin d'œil		
Gravina-2014-1611-1574	1574	winnow	winnow	vanner	2462	WINNOWING
Gravina-2014-1611-1575	1575	winnow (n)	winnow (n)	van		
Gravina-2014-1611-1576	1576	winnow, throw in air (grain) (v)	winnow, throw in air (grain) (v)	vanner	2462	WINNOWING
Gravina-2014-1611-1577	1577	wipe	wipe	essuyer // s'essuyer (la bouche)	1454	WIPE
Gravina-2014-1611-1578	1578	wipe off (excreta)	wipe off (excreta)	s'essuyer (des excréments)		
Gravina-2014-1611-1579	1579	wire	wire	fil // fil de fer // échelle	2631	WIRE
Gravina-2014-1611-1580	1580	wisdom	wisdom	sagesse		
Gravina-2014-1611-1581	1581	witch (female)	witch (female)	sorcière	824	WITCH
Gravina-2014-1611-1582	1582	witchcraft	witchcraft	sorcellerie	392	MAGIC
Gravina-2014-1611-1583	1583	with	with	avec	1340	WITH
Gravina-2014-1611-1584	1584	woman	woman	femme	962	WOMAN
Gravina-2014-1611-1585	1585	womb	womb	sein (uterus)	804	WOMB
Gravina-2014-1611-1586	1586	wood	wood	bois	1803	WOOD
Gravina-2014-1611-1587	1587	word	word	mot // mot, parole // parole // parole ; mot	1599	WORD
Gravina-2014-1611-1588	1588	work	work	travail // travaille // travailler	1086	WORK (ACTIVITY)
Gravina-2014-1611-1589	1589	work (n)	work (n)	travail	984	WORK (LABOUR)
Gravina-2014-1611-1590	1590	work (v)	work (v)	travailler	1086	WORK (ACTIVITY)
Gravina-2014-1611-1591	1591	world	world	monde // monde ; vie // pays	965	WORLD
Gravina-2014-1611-1592	1592	wound (animal)	wound (animal)	blesser (un animal)	44	INJURE
Gravina-2014-1611-1593	1593	wound, sore	wound, sore	plaie // plaie, blessure	1109	WOUND
Gravina-2014-1611-1594	1594	wrap up	wrap up	emballer // envelopper	1113	WRAP
Gravina-2014-1611-1595	1595	wring out	wring out	essorer	3224	WRING
Gravina-2014-1611-1596	1596	wrinkle (on skin)	wrinkle (on skin)	ride (sur la peau)	2294	WRINKLE
Gravina-2014-1611-1597	1597	wrist	wrist	poignet	799	WRIST
Gravina-2014-1611-1598	1598	write	write	écirie // écrire	1672	WRITE
Gravina-2014-1611-1599	1599	yam	yam	igname	410	YAM
Gravina-2014-1611-1600	1600	yawn	yawn	baillement // bailler // baîllement // bâillement // bâiller	1028	YAWN
Gravina-2014-1611-1601	1601	year	year	an // an, année // année // année ; an	1226	YEAR
Gravina-2014-1611-1602	1602	yes	yes	ah bon ? // d'accord // oui // oui (moins emphatique que |fv{eñ}) // oui (plus emphatique que |fv{aa})	1268	YES
Gravina-2014-1611-1603	1603	yesterday	yesterday	hier	1174	YESTERDAY
Gravina-2014-1611-1604	1604	yolk (of egg)	yolk (of egg)	jaune d'œuf	1556	YOLK
Gravina-2014-1611-1605	1605	you (pl.)	you (pl.)	vous // vous (pl.)	1213	YOU
Gravina-2014-1611-1606	1606	you (sing.)	you (sing.)	tu (sing.) // tu, toi	1215	THOU
Gravina-2014-1611-1607	1607	young man	young man	jeune // jeune homme	76	YOUNG MAN
Gravina-2014-1611-1608	1608	young woman	young woman	jeune femme // jeune fille // jeune fille,épouse	77	YOUNG WOMAN
Gravina-2014-1611-1609	1609	younger brother	younger brother	frère cadet	1760	YOUNGER BROTHER
Gravina-2014-1611-1610	1610	younger sister	younger sister	sœur cadette	1761	YOUNGER SISTER
Gravina-2014-1611-1611	1611	zebra	zebra	zèbre	3675	ZEBRA
