ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	SEMANTIC_CLASS	TYPICAL_ATTRIBUTE	COHYPONYMY	TYPICAL_EVENT	HYPERONYM	MERONYM	RANDOM_ADJECTIVE	RANDOM_NOUN	RANDOM_VERB
Baroni-2011-200-133	133	spoon	1378	SPOON	tool	big, clean, dirty, good, long, new, old, round, shiny, short, small, useful	axe, chisel, corkscrew, fork, glass, hammer, hatchet, knife, napkin, nutcracker, pincer, pincers, plate, plier, pliers, rake, saw, scissor, scissors, screwdriver, shovel, sieve, spade, tweezer, tweezers, wrench	buy, carry, clean, cook, drink, eat, fill, hold, keep, lick, lift, make, measure, mix, pour, produce, put, scoop, serve, stir, suck, use, wash, wipe	artefact, artifact, container, cutlery, kitchenware, object, tableware, tool, utensil	handle, head, iron, metal, plastic, silver, steel, wood	cautious, different, few, nationwide, professional, relevant, remaining, tricky, wide	amber, amblicipitids, announcement, brownstone, cast, celebs, compression, date, diazepam, drabness, electrodynamics, empathy, freeway, gesture, heating, in-situ, interchange, jester, libertarianism, lock-up, lodging, manpower, net, pantheism, paradise, permeability, plough, poacher, pugilist, reputation, retro-utopianism, risk, side-by-side, steamboat, survivor, testament, tranquilliser, vols, wind	attach, base, bow, commit, consider, constitute, create, describe, direct, do, donate, institute, lead, organise, publish, range, recognize, reverse, say, simplify, spit, sport, survey, write
Baroni-2011-200-134	134	wrench			tool	adjustable, big, good, handy, heavy, long, new, old, rusty, shiny, short, small, strong, useful	axe, chisel, corkscrew, drill, fork, hammer, hatchet, knife, mallet, nutcracker, pincer, pincers, plier, pliers, rake, saw, scissor, scissors, screwdriver, shovel, sieve, spade, spoon, tweezer, tweezers	assemble, build, buy, carry, clean, construct, disassemble, dismantle, fix, hold, keep, loosen, make, plumb, produce, repair, tear, tighten, turn, twist, use, wipe, work	artefact, artifact, implement, object, tool, utensil	handle, head, iron, jaw, metal, steel	convinced, cross-border, first, online, opportunistic, other, overall, positive, professional, regional, same, similar	Baptist, Croatia, Mossad, accommodation, bandmates, boy, brazil, buck, canister, catchment, circus, democratisation, disintegration, dive, gamma-ray, hypnotism, infact, infermiera, intellectual, manor, rededication, sheep, spillway, stout, water, watering, watermelon, weak, witness	accredit, appear, beam, become, deviate, double, drink, dry, endeavour, go, implore, know, overprice, poison, protect, provide, rank, release, report, wait, weather
Baroni-2011-200-135	135	acacia			tree	brown, green, large, odorous, old, tall, thorny, yellow, young	birch, cedar, cypress, elm, oak, pine, poplar, willow	cut, die, fall, grow, live, plant, stand	plant, tree	bark, bole, branch, burl, crown, flower, leaf, limb, root, spike, stump, treetop, trunk, wood	content, fading, federal, important, mutual, natural, responsible, sycophantic	boat, conductivity, connexion, consolidation, cortex, cover, democracy, disease, eyelid, greeting, impact, instrument, knock-on, live, manuscript, mezzo-soprano, moor, nappy, re, stumble	begin, hope, learn, open, show, tour
Baroni-2011-200-136	136	birch	1855	BIRCH	tree	gray-, grey-, long-, old-, silver-, tall-, white-, young	acacia, cedar, cypress, elm, oak, pine, poplar, willow	cut, die, fall, grow, live, plant, stand	plant, tree	bark, bole, branch, burl, catkin, crown, flower, leaf, limb, root, stump, treetop, trunk, wood	above-, approximate-, criminal-, effective-, human-, important-, martial-, naval	ITN, artery, ballast, bunker, fe, fiscal, gable, generation, hopelessness, host, housefly, labor, limitation, malaria, nationale, noise, paragraph, pueblo, story, warehouse	accord, oppose, post, quit, regard, shoot, train
Baroni-2011-200-137	137	cedar			tree	brown, green, long, odorous, old, tall, young	acacia, birch, cypress, elm, fir, oak, pine, poplar, willow	cut, die, fall, grow, live, plant, stand	conifer, evergreen, gymnosperm, plant, tree	bark, bole, branch, burl, cone, crown, limb, needle, root, stump, treetop, trunk, wood	different, horizontal, nearby, perfidious, severe, wide	NIC, bathroom, bus, canalside, experiment, grandmaster, insurance, kelvin, list-style-image, mammal, minesweeper, parka, pe, questionnaire, revenge, rule, scoop, sense, straw, tackle, wallet	arrive, demonstrate, lose, name, rise, surround
Baroni-2011-200-138	138	cypress	3243	CYPRESS	tree	brown, green, long, old, tall, young	acacia, birch, cedar, elm, fir, oak, pine, poplar, willow	cut, die, fall, grow, live, plant, stand	conifer, evergreen, gymnosperm, plant, tree	bark, bole, branch, burl, cone, crown, limb, needle, root, stump, treetop, trunk, wood	different, easy, late, liable, square	French-language, X-ray, analysis, asphalt, bloodstream, broadcast, cardinal, demo, drabness, founder, keywords, mimicry, odor, petal, precursor, spacing, survivability, taste, tunnel, und, wineglass, wombat, workbench	prohibit-, put-, recognise-, regard-, sell
Baroni-2011-200-139	139	elm	3317	ELM	tree	brown, green, large, long, old, tall, young	acacia, birch, cedar, cypress, oak, pine, poplar, willow	cut, die, fall, grow, live, plant, stand	plant, tree	bark, bole, branch, burl, crown, leaf, limb, root, stump, treetop, trunk, wood	bold, different, local, private, renowned, social, subject	Database, V, backbencher, burst, exegesis, fan, illusion, incentive, internationalist, markup, message, pavilion, periodical, pituitary, plague, pm, reformation, sprite, tempo, weak, winkle	change, raise, show, tell, trade, wait, write
Baroni-2011-200-140	140	oak	644	OAK	tree	brown, green, hard, large, mighty, old, strong, tall, young	acacia, birch, cedar, cypress, elm, pine, poplar, willow	cut, die, fall, grow, live, plant, stand	plant, tree	acorn, bark, bole, branch, burl, crown, leaf, limb, root, stump, treetop, trunk, wood	further, important, key, naked, true, underground, welcome	Briton, army, banner, clerestory, contrast, euthanasia, hanky, hideaway, motel, obe, port, proliferation, purification, putty, rabbi, salvation, secretary, shortage, somebody, vacancy, wanderlust	beat, check, focus, receive, try, wash
Baroni-2011-200-141	141	pine	1740	PINE	tree	brown, green, hard, long, odorous, old, prickly, tall, young	acacia, birch, cedar, cypress, elm, fir, oak, poplar, willow	cut, die, fall, grow, live, plant, stand	conifer, evergreen, gymnosperm, plant, tree	bark, bole, branch, burl, cone, crown, limb, needle, pinecone, root, stump, treetop, trunk, wood	afraid, fixed, full, human, incorrigible, key, minimum, unfeasible	accusation, booking, cholesterol, cock, competition, customer, drabness, elocution, gaiety, groundhog, html, journal, mesosphere, naming, outlaw, phonetics, pick, poster, reviewer, scotus, sump, thermodynamics, tooling, traffic, typology	doubt, force, invest, learn, propose, purchase, record
Baroni-2011-200-142	142	poplar	821	POPLAR	tree	gray, green, grey, long, old, tall, thin, white, young	acacia, birch, cedar, cypress, elm, oak, pine, willow	cut, die, fall, grow, live, plant, stand	angiosperm, plant, tree	bark, bole, branch, burl, crown, leaf, limb, root, stump, treetop, trunk, wood	Polish, brilliant, central, discriminatory, electronic, vocational	connect, data, declarator, dereliction, dome, formation, gene, geneticist, invoice, lab, masterclasses, naff, pork, poundage, powerhouse, program, recipe, remuneration, sacrament, strike, washington	examine, hear, lead, need, order, round, win
Baroni-2011-200-143	143	willow	818	WILLOW	tree	brown, green, large, long, old, tall, young	acacia, birch, cedar, cypress, elm, oak, pine, poplar	cut, die, fall, grow, live, plant, stand	plant, tree	bark, bole, branch, burl, catkin, crown, flower, leaf, limb, root, stump, treetop, trunk, wood	different, interactive, next, recent, same, varied	MSM, answer, battleship, chapelry, constipation, corollary, extremity, favor, grade, grammar-school, height, island, juicer, mirror, nightclub, nurse, organ, search, slipper, snack, totality, two-seater, ty, webmasters	begin, enable, facilitate, feature, help, read
Baroni-2011-200-144	144	beet			vegetable	edible, fresh, juicy, purple, red, rotten, round	bean, beans, broccoli, cabbage, carrot, cauliflower, celery, corn, cucumber, garlic, lettuce, onion, parsley, potato, radish, spinach, turnip	boil, chop, cook, cut, eat, grate, grow, peel, plant, rot, slice, stain, steam	food, produce, root, vegetable, veggie	bulb, leaf	autoimmune, automatic, intrinsic, ongoing, sizable, supersonic	aluminum, aswell, bout, chaplain, clinician, down, found, gathering, homology, hypertension, inpatient, junior, limbo, mavoc, pgce, productivity, range, retailing, sermon, sister, symposium, twentieth-century	besiege, border, contradict, decide, destine, fashion, insist, mail, near, staff, suppose, withdraw
Baroni-2011-200-145	145	broccoli	3726	BROCCOLI	vegetable	edible, fresh, green, nutritious, rotten	bean, beans, beet, cabbage, carrot, cauliflower, celery, corn, cucumber, garlic, lettuce, onion, parsley, potato, radish, spinach, turnip	boil, chop, cook, cut, eat, grow, plant, rot, steam, wash	food, produce, vegetable, veggie	floret, flower, leaf, stalk	Mainland, academic, literary	appropriation, bomb, boom, cardboard, dimmer, faculty, film, fountain, haemodialysis, nursery, prwora, psp, quiet, republican, rip, sentence, shoreline, subcontinent, thanx, tour, toxicity	claim, effect, enable, flag, picture, press, staff, strip, traverse
Baroni-2011-200-146	146	cabbage	774	CABBAGE	vegetable	edible, fresh, green, leafy, nutritious, rotten, round, smelly, stinky, white	bean, beans, beet, broccoli, carrot, cauliflower, celery, corn, cucumber, garlic, lettuce, onion, parsley, potato, radish, spinach, turnip	boil, chop, cook, cut, eat, grow, plant, rot, wash	food, produce, vegetable, veggie	head, leaf, stem	feature-length, illustrative, life-threatening, omniscient, primary, scientific, worth	DIY, Madame, T-cell, axle, barbecue, captivity, centrality, collapse, confederate, consternation, decoration, dedication, hers, ib, image, month, mrna, observer, pearl, spokesman, taxation, therapist	advertise, believe, bend, combat, compromise, hardwork, invoke, request
Baroni-2011-200-147	147	carrot	3085	CARROT	vegetable	crispy, crunchy, edible, fresh, long, nutritious, orange, rotten	bean, beans, beet, broccoli, cabbage, cauliflower, celery, corn, cucumber, garlic, lettuce, onion, parsley, potato, radish, spinach, turnip	chop, cook, cut, eat, grate, grow, peel, plant, rot, slice, steam	food, produce, root, vegetable, veggie	end, leaf, top, vitamin	Viennese, crass, legal, three-month, tricky, unarmed, woody	NCA, SPD, SSA, acid, answer, bloggers, cemetery, croquet, deprivation, destiny, detail, edict, factorization, hobby, injection, majority, plantpress, portfolio, rent, semiconductor, subcontractor, throne, veneer, world-view	convey, fulfil, garner, gauge, incarcerate, index, join, launch, place, ship, strike
Baroni-2011-200-148	148	cauliflower	2843	CAULIFLOWER	vegetable	edible, fresh, nutritious, rotten, round, white	bean, beans, beet, broccoli, cabbage, carrot, celery, corn, cucumber, garlic, lettuce, onion, parsley, potato, radish, spinach, turnip	boil, chop, cook, cut, eat, fry, grow, plant, rot, steam, wash	food, produce, vegetable, veggie	floret, flower, leaf, stem	accountable, behind-the-scenes, married, recent, unqualified	accumulation, anticoncepts, birthday, call, che, cylinder, debit, father-in-law, howl, lemming, lounge, marginalisation, oration, outlook, rainbow, seance, unit, ware, welterweight, workplace	adhere, bypass, debut, fuck, lock, replace, retreat, sit, struggle
Baroni-2011-200-149	149	celery	3727	CELERY	vegetable	crispy, crunchy, edible, fresh, green, long, nutritious, rotten, stringy	bean, beans, beet, broccoli, cabbage, carrot, cauliflower, corn, cucumber, garlic, lettuce, onion, parsley, potato, radish, spinach, turnip	chop, cook, cut, eat, grow, plant, rot, slice, wash	food, herb, produce, vegetable, veggie	fiber, leaf, stalk, stem	Ugandan, analgesic, disingenuous, intrinsic, medical, outstanding, speculative, young	adjustment, bombardment, brunt, classmate, conception, cool, crux, driveway, eighteenth-century, escort, format, golfer, hacker, lizard, max, peninsula, prise, remininscences, scratch, valentine-grams, warrant	cease, decline, herald, sanction, stop, surround, tie
Baroni-2011-200-150	150	corn	506	MAIZE	vegetable	edible, nutritious, rotten, small, sweet, yellow	bean, beans, beet, broccoli, cabbage, carrot, cauliflower, celery, cucumber, garlic, lettuce, onion, parsley, potato, radish, spinach, turnip	boil, butter, cook, eat, grill, grind, grow, harvest, plant, roast, rot, thresh	cereal, food, grain, produce, vegetable, veggie	carbohydrate, ear, head, husk, kernel, silk, stalk	colonial, printable, published, such	European, badge, booking, ceramic-ion, colossus, concoction, decade, decompression, deletion, dusk, ed, expand, four-piece, house, impairment, infertility, introduction, lawnmower, madman, modernisation, namespace, neglect, procurement, riding, specifier, toddler	agonise, analyse, clerk, hang, herald, inundate, recoil, recover, validate, wage
Baroni-2011-200-151	151	cucumber	496	CUCUMBER	vegetable	cool, crunchy, cylindrical, edible, fresh, green, long, rotten, white	bean, beans, beet, broccoli, cabbage, carrot, cauliflower, celery, corn, garlic, lettuce, onion, parsley, potato, radish, spinach, squash, turnip, watermelon	chop, cook, cut, eat, grow, peel, pickle, plant, rot, slice	food, produce, vegetable, veggie	peel, seed, skin	avid, busy, current, downloaded, huge, perverse, subject, voracious	Urdu, antiskating, appliance, bottle, bubble, buffer, bun, corrosion, drowsiness, esplanade, kink, methodology, mischief, novitiate, passer-by, periphery, sacrament, seafront, sub-genre, tape, unwillingness, vacuum, www	align, execute, halt, innervate, introduce, occur, sleep, torture, whistle
Baroni-2011-200-152	152	garlic	2368	GARLIC	vegetable	edible, rotten, round, small, smelly, spicy, stinky, white	bean, beans, beet, broccoli, cabbage, carrot, cauliflower, celery, corn, cucumber, leek, lettuce, onion, parsley, potato, radish, scallion, spinach, turnip	add, chop, cook, cut, eat, fry, grow, plant, repel, rot, season, slice, smell, wash	food, produce, seasoning, spice, vegetable, veggie	bulb, clove, skin	Roman, heterogeneous, malarial, official, rubbish, wide, worldly	Isabella, bulletin, bypass, calibration, hallway, idea, killing, llama, meantime, mush, north-east, overtime, parable, petrol, portable, prisoner, sevens, soon-to-be, subscription, surgeon, sword-grip, token, tradesman, truss	ai, buckle, colour, counsel, dispatch, inebriate, localise, move, shimmer, shoot, sign, sit, stack
