NUMBER	ENGLISH	FRENCH	LWT_IDs_(partial)	LWT_names_(partial)	categoryID	subcategoryID	subsubcategoryID	categoryNAME	subcategoryNAME	subsubcategoryNAME
1370	today	aujourd'hui	14.47	today	8	3	1	ENVIRONMENT	TIME	Time periods
1371	yesterday	hier	14.49	yesterday	8	3	1	ENVIRONMENT	TIME	Time periods
1372	day before yesterday	avant-hier	14.491	the day before yesterday	8	3	1	ENVIRONMENT	TIME	Time periods
1373	tomorrow	demain	14.48	tomorrow	8	3	1	ENVIRONMENT	TIME	Time periods
1374	day after tomorrow	après-demain	14.481	the day after tomorrow	8	3	1	ENVIRONMENT	TIME	Time periods
1375	olden times	autrefois, temps d'antan			8	3	1	ENVIRONMENT	TIME	Time periods
1376	dawn (before sunrise)	aube			8	3	2	ENVIRONMENT	TIME	Times of the day
1377	sunrise	lever du soleil			8	3	2	ENVIRONMENT	TIME	Times of the day
1378	morning	matin	14.44	the morning	8	3	2	ENVIRONMENT	TIME	Times of the day
1379	noon	midi			8	3	2	ENVIRONMENT	TIME	Times of the day
1380	afternoon	après-midi	14.451	the afternoon	8	3	2	ENVIRONMENT	TIME	Times of the day
1381	sunset	coucher du soleil			8	3	2	ENVIRONMENT	TIME	Times of the day
1382	dusk, twilight (after sunset)	crépuscule			8	3	2	ENVIRONMENT	TIME	Times of the day
1383	daytime	jour, journée (lumière)			8	3	2	ENVIRONMENT	TIME	Times of the day
1384	night	nuit	14.42	the night	8	3	2	ENVIRONMENT	TIME	Times of the day
1385	thing	chose	11.18	the thing	8	4		ENVIRONMENT	SPACE AND OBJECTS	
1386	piece	morceau	13.231	the piece	8	4		ENVIRONMENT	SPACE AND OBJECTS	
1387	top	le dessus, le haut	12.33	the top	8	4		ENVIRONMENT	SPACE AND OBJECTS	
1388	bottom	le fond	12.34	the bottom	8	4		ENVIRONMENT	SPACE AND OBJECTS	
1389	front (of something)	le devant (de qqch)			8	4		ENVIRONMENT	SPACE AND OBJECTS	
1390	back (of something)	le dos, l'arrière (de qqch)			8	4		ENVIRONMENT	SPACE AND OBJECTS	
1391	side (of something)	le côté (de qqch)			8	4		ENVIRONMENT	SPACE AND OBJECTS	
1392	middle	le milieu	12.37	the middle	8	4		ENVIRONMENT	SPACE AND OBJECTS	
1393	edge (n)	bord, marge			8	4		ENVIRONMENT	SPACE AND OBJECTS	
1394	point (n)	pointe			8	4		ENVIRONMENT	SPACE AND OBJECTS	
1395	bump (n), protuberance	bosse, proturbance, saillie			8	4		ENVIRONMENT	SPACE AND OBJECTS	
1396	spot (n)	tache, tacheture			8	4		ENVIRONMENT	SPACE AND OBJECTS	
1397	move (intr)	bouger, se déplacer			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1398	movement	mouvement			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1399	come	venir	10.48	to come	9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1400	go	aller	10.47	to go	9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1401	approach (v)	s'approcher			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1402	arrive	arriver	10.55	to arrive	9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1403	remain, stay	rester, demeurer			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1404	leave (place)	quitter, partir			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1405	return, go back	retourner, rentrer			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1406	go round, detour	contourner			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1407	enter, go in	entrer			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1408	come (or go) out, exit (v)	sortir			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1409	ascend, go up	monter			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1410	descend, go down	descendre			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1411	fall (intr)	tomber			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1412	swing (v), go back and forth	balancer			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1413	slide	glisser			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1414	roll	rouler	10.15	to roll	9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1415	spread (disease, fire)	se répandre, s'étendre			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1416	burst	éclater		to burst	9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1417	disappear	disparaître	10.491	to disappear	9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1418	speed (n)	vitesse			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1419	(be) fast	(être) rapide			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1420	(be) slow	(être) lent			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1421	hasten, hurry	se dépêcher, se presser, se hâter			9	1		EVENTS AND ACTIONS	MOVEMENT (MOSTLY INTRANSITIVE	
1422	take	prendre	11.13	to take	9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1423	snatch, seize	saisir, arracher			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1424	catch (object in air)	attraper (un objet dans l'air)			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1425	pick up	ramasser	12.212	to pick up	9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1426	hold	tenir	11.15	to hold	9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1427	raise, lift	soulever			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1428	lower (tr)	baisser			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1429	drop (tr)	laisser tomber			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1430	throw	lancer	10.25	to throw	9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1431	shoot (v)	tirer (une arme)			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1432	knock down, knock over (an object)	terrasser, renverser (un object)			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1433	turn over (tr)	retourner			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1434	pull	tirer	9.33	to pull	9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1435	drag	trainer			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1436	push	pousser	10.67	to push	9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1437	steer (v)	diriger conduire			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1438	overtake, pass (tr)	surpasser, dépasser			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1439	surround	entourer			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1440	twist	tordre	10.17	to twist	9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1441	fold (v)	plier			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1442	coil (rope) (v)	enrouler			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1443	hang up	accrocher	9.341	to hang up	9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1444	spread out (maize) (tr)	étaler (maïs)			9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1445	stretch	étirer, tendre	9.32	to stretch	9	2	1	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	General
1446	hit, strike	frapper, donner un coup			9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1447	beat	battre			9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1448	bump (v), knock against	heurter, cogner			9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1449	rub	frotter	9.31	to rub	9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1450	scrape (v)	gratter, racler			9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1451	scratch (v)	égratigner, érafler			9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1452	pierce	percer			9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1453	tear (tr)	déchirer			9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1454	strip off (bark)	écorcer, enlever (l'écorce)			9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1455	shake (tr)	secouer			9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1456	squeeze	presser	9.343	to squeeze	9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1457	crush (tr)	écraser			9	2	2	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Percussion
1458	create, make	créer, faire fabriquer			9	2	3	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Creation and destruction
1459	alter, change (tr)	changer (tr), modifier			9	2	3	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Creation and destruction
1460	break (tr)	casser			9	2	3	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Creation and destruction
1461	destroy, spoil	détruire, gâter			9	2	3	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Creation and destruction
1462	(be) ruined, (be) spoiled	(être) gâté, abîmé, ruiné			9	2	3	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Creation and destruction
1463	join, put together	joindre, unir, relier			9	2	4	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Association of things
1464	accumulate	accumuler			9	2	4	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Association of things
1465	gather	amasser, assembler	12.21	to gather	9	2	4	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Association of things
1466	divide, separate (tr)	diviser, séparer			9	2	4	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Association of things
1467	scatter (tr)	éparpiller, répandre			9	2	4	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Association of things
1468	throw away, get rid of	jeter, se débarrasser			9	2	4	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Association of things
1469	put, place, set	mettre, placer, poser			9	2	5	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Placement
1470	leave (something somewhere)	laisser (qqch qqpt)			9	2	5	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Placement
1471	keep, save	garder, mettre de côté			9	2	5	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Placement
1472	hide (tr)	cacher			9	2	5	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Placement
1473	lose (tr)	perdre			9	2	5	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Placement
1474	look for	chercher, essayer de trouver	11.31	to look for	9	2	5	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Placement
1475	find	trouver	11.32	to find	9	2	5	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Placement
1476	blow (of wind) (v)	souffler (vent)			9	2	6	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of wind
1477	blow down	renverser (vent)			9	2	6	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of wind
1478	blow away (intr)	s'envoler			9	2	6	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of wind
1479	fan (v)	éventer			9	2	6	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of wind
1480	flow	couler	10.32	to flow	9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1481	drip	dégoutter, égoutter	10.24	to drip	9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1482	leak (v)	fuir, s'échapper (liquide)			9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1483	sprinkle	asperger			9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1484	smear (tr)	enduire			9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1485	dip	plonger, tremper (dans l'eau)			9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1486	soak	(faire) tremper			9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1487	wring out	essorer			9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1488	dry out (clothes)	sécher			9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1489	float	flotter	10.34	to float	9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1490	sink (v)	couler, sombrer			9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1491	drown (intr)	se noyer			9	2	7	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action with liquids
1492	shine	briller	15.56	to shine	9	2	8	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of light
1493	fade	perdre l'éclat, se faner			9	2	8	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of light
1494	(be) bright	(être) brilliant, vif			9	2	8	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of light
1495	(be) dim	(être) faible, pâle, sombre			9	2	8	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of light
1496	light (fire) (v)	allumer (un feu)			9	2	9	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of heat, fire
1497	quench, extinguish	éteindre			9	2	9	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of heat, fire
1498	burn (intr), blaze	brûler (intransitif), flamber			9	2	9	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of heat, fire
1499	melt (intr)	fondre			9	2	9	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of heat, fire
1500	singe	brûler légèrement, roussir			9	2	9	EVENTS AND ACTIONS	ACTIONS, EVENTS AFFECTING MATTER	Action of heat, fire
1501	begin	commencer	14.25	to begin	9	3		EVENTS AND ACTIONS	ASPECT	
1502	beginning	commencement, début	14.251	the beginning	9	3		EVENTS AND ACTIONS	ASPECT	
1503	continue, resume	continuer, reprendre			9	3		EVENTS AND ACTIONS	ASPECT	
1504	end (n)	fin			9	3		EVENTS AND ACTIONS	ASPECT	
1505	cease, stop	cesser, s'arrêter			9	3		EVENTS AND ACTIONS	ASPECT	
1506	finish, complete (v)	finir, achiever			9	3		EVENTS AND ACTIONS	ASPECT	
1507	(be) big	(être) grand, gros			10	1		QUALITY	DIMENSION, SHAPE	
1508	enlarge	agrandir			10	1		QUALITY	DIMENSION, SHAPE	
1509	(be) small	(être) petit			10	1		QUALITY	DIMENSION, SHAPE	
1510	diminish	diminuer, réduire			10	1		QUALITY	DIMENSION, SHAPE	
1511	(be) high	(être) haut			10	1		QUALITY	DIMENSION, SHAPE	
1512	(be) low	(être) bas			10	1		QUALITY	DIMENSION, SHAPE	
1513	(be) long	(être) long			10	1		QUALITY	DIMENSION, SHAPE	
1514	lengthen	rallonger, render plus long			10	1		QUALITY	DIMENSION, SHAPE	
1515	(be) short	(être) court			10	1		QUALITY	DIMENSION, SHAPE	
1516	shorten	raccourcir, rendre plus court			10	1		QUALITY	DIMENSION, SHAPE	
1517	(be) fat, (be) thick	(être) épais, gras			10	1		QUALITY	DIMENSION, SHAPE	
1518	(be) thin	(être) mince			10	1		QUALITY	DIMENSION, SHAPE	
1519	(be) wide	(être) large			10	1		QUALITY	DIMENSION, SHAPE	
1520	widen	élargir			10	1		QUALITY	DIMENSION, SHAPE	
1521	(be) narrow	(être) étroit			10	1		QUALITY	DIMENSION, SHAPE	
1522	(be) deep	(être) profond			10	1		QUALITY	DIMENSION, SHAPE	
1523	deepen	approfondir			10	1		QUALITY	DIMENSION, SHAPE	
1524	(be) shallow	(être) peu profond			10	1		QUALITY	DIMENSION, SHAPE	
1525	(be) flat	(être) plat			10	1		QUALITY	DIMENSION, SHAPE	
1526	flatten	aplatir, aplanir			10	1		QUALITY	DIMENSION, SHAPE	
1527	(be) hollow	(être) creux			10	1		QUALITY	DIMENSION, SHAPE	
1528	swell (intr)	se gonfler, enfler			10	1		QUALITY	DIMENSION, SHAPE	
1529	(be) round	(être) rond			10	1		QUALITY	DIMENSION, SHAPE	
1530	(be) straight	(être) droit			10	1		QUALITY	DIMENSION, SHAPE	
1531	straighten	redresser, redonner une forme droite			10	1		QUALITY	DIMENSION, SHAPE	
1532	(be) crooked	(être) courbé, tordu			10	1		QUALITY	DIMENSION, SHAPE	
1533	bend, crook, curve (n)	courbe			10	1		QUALITY	DIMENSION, SHAPE	
1534	(be) heavy	(être) lourd			10	1		QUALITY	DIMENSION, SHAPE	
1535	weight	poids			10	1		QUALITY	DIMENSION, SHAPE	
1536	(be) light (not heavy)	(être) léger			10	1		QUALITY	DIMENSION, SHAPE	
1537	(be) sharp	(être) pointu, trenchant, aigu			10	2		QUALITY	FEEL	
1538	sharpen (knife)	aiguiser (couteau)			10	2		QUALITY	FEEL	
1539	sharpen, bring to point (arrow)	aiguiser (flèche)			10	2		QUALITY	FEEL	
1540	(be) blunt, dull	(être) émoussé, moins tranchant, moins aigue			10	2		QUALITY	FEEL	
1541	(be) rough	(être) rigueux, raboteux			10	2		QUALITY	FEEL	
1542	(be) smooth	(être) lisse			10	2		QUALITY	FEEL	
1543	make smooth	rendre lisse, lisser			10	2		QUALITY	FEEL	
1544	(be) hard	(être) dur			10	2		QUALITY	FEEL	
1545	harden	durcir			10	2		QUALITY	FEEL	
1546	(be) soft	(être) mou			10	2		QUALITY	FEEL	
1547	soften	ramollir			10	2		QUALITY	FEEL	
1548	(be) dry	(être) sec			10	2		QUALITY	FEEL	
1549	(be) wet	(être) mouillé			10	2		QUALITY	FEEL	
1550	(be) slippery	(être) glissant			10	2		QUALITY	FEEL	
1551	(be) sticky	(être) gluant, poisseux, collant			10	2		QUALITY	FEEL	
1552	(be) hot (objects)	(être) chaud			10	2		QUALITY	FEEL	
1553	(be) cold (objects)	(être) froid			10	2		QUALITY	FEEL	
1554	colour	couleur			10	3		QUALITY	COLOUR	
1555	(be) white	(être) blanc			10	3		QUALITY	COLOUR	
1556	(be) black	(être) noir			10	3		QUALITY	COLOUR	
1557	(be) red	(être) rouge			10	3		QUALITY	COLOUR	
1558	(be) blue	(être) bleu			10	3		QUALITY	COLOUR	
1559	(be) green	(être) vert			10	3		QUALITY	COLOUR	
1560	(be) brown	(être) brun			10	3		QUALITY	COLOUR	
1561	(be) yellow	(être) jaune			10	3		QUALITY	COLOUR	
1562	(be) dark (colour)	(être) foncé, sombre			10	3		QUALITY	COLOUR	
1563	(be) light (colour)	(être) clair			10	3		QUALITY	COLOUR	
1564	taste (n)	goût			10	4		QUALITY	TASTE AND SMELL	
1565	(be) sweet	(être) bon (au gout), sucré			10	4		QUALITY	TASTE AND SMELL	
1566	(be) sour	(être) acide, aigre			10	4		QUALITY	TASTE AND SMELL	
1567	(be) bitter	(être) amer			10	4		QUALITY	TASTE AND SMELL	
1568	odour, smell (n)	odeur, parfum			10	4		QUALITY	TASTE AND SMELL	
1569	stink, smell (bad)	puer, sentir mauvais			10	4		QUALITY	TASTE AND SMELL	
1570	(be) able (to)	(être) capable, pouvoir			10	5		QUALITY	ABILITY	
1571	(be) strong (physically)	(être) fort			10	5		QUALITY	ABILITY	
1572	strength	force			10	5		QUALITY	ABILITY	
1573	(be) weak	(être) faible			10	5		QUALITY	ABILITY	
1574	(be) great, (be) powerful	(être) grand, puissant			10	5		QUALITY	ABILITY	
1575	splendour, glory	splendeur, gloire			10	5		QUALITY	ABILITY	
1576	(be) good	(être) bon			10	6		QUALITY	VALUE	
1577	(be) bad	(être) mauvais			10	6		QUALITY	VALUE	
1578	right, (be) correct	correct, (avoir) raison			10	6		QUALITY	VALUE	
1579	truth	vérité			10	6		QUALITY	VALUE	
1580	(be) perfect	(être) parfait			10	6		QUALITY	VALUE	
1581	(be) wrong	(avoir) tort, (être) fautif			10	6		QUALITY	VALUE	
1582	(be) beautiful	(être) beau			10	6		QUALITY	VALUE	
1583	(be) ugly	(être) laid			10	6		QUALITY	VALUE	
1584	(be) clean	(être) propre			10	6		QUALITY	VALUE	
1585	(be) dirty	(être) sale			10	6		QUALITY	VALUE	
1586	(be) important	(être) important			10	6		QUALITY	VALUE	
1587	(be) amusing, funny	(être) amusant, drôle			10	6		QUALITY	VALUE	
1588	(be) new	(être) nouveau, neuf			10	7		QUALITY	MATURITY	
1589	(be) old (not new)	(être) vieux, ancien			10	7		QUALITY	MATURITY	
1590	one (1)	un (1)			11	1		QUANTITY	CARDINAL NUMBERS	
1591	two (2)	deux (2)			11	1		QUANTITY	CARDINAL NUMBERS	
1592	three (3)	trois (3)			11	1		QUANTITY	CARDINAL NUMBERS	
1593	four (4)	quatre (4)			11	1		QUANTITY	CARDINAL NUMBERS	
1594	five (5)	cinq (5)			11	1		QUANTITY	CARDINAL NUMBERS	
1595	six (6)	six (6)			11	1		QUANTITY	CARDINAL NUMBERS	
1596	seven (7)	sept (7)			11	1		QUANTITY	CARDINAL NUMBERS	
1597	eight (8)	huit (8)			11	1		QUANTITY	CARDINAL NUMBERS	
1598	nine (9)	neuf (9)			11	1		QUANTITY	CARDINAL NUMBERS	
1599	ten (10)	dix (10)			11	1		QUANTITY	CARDINAL NUMBERS	
1600	eleven (11)	onze (11)			11	1		QUANTITY	CARDINAL NUMBERS	
1601	twelve (12)	douze (12)			11	1		QUANTITY	CARDINAL NUMBERS	
1602	thirteen (13)	treize (13)			11	1		QUANTITY	CARDINAL NUMBERS	
1603	fourteen (14)	quatorze (14)			11	1		QUANTITY	CARDINAL NUMBERS	
1604	fifteen (15)	quinze (15)			11	1		QUANTITY	CARDINAL NUMBERS	
1605	sixteen (16)	seize (16)			11	1		QUANTITY	CARDINAL NUMBERS	
1606	seventeen (17)	dix-sept (17)			11	1		QUANTITY	CARDINAL NUMBERS	
1607	eighteen (18)	dix-huit (18)			11	1		QUANTITY	CARDINAL NUMBERS	
1608	nineteen (19)	dix-neuf (19)			11	1		QUANTITY	CARDINAL NUMBERS	
1609	twenty (20)	vingt (20)			11	1		QUANTITY	CARDINAL NUMBERS	
1610	twenty-one (21)	vingt et un (21)			11	1		QUANTITY	CARDINAL NUMBERS	
1611	twenty-two (22)	vingt-et-deux (22)			11	1		QUANTITY	CARDINAL NUMBERS	
1612	thirty (30)	trente (30)			11	1		QUANTITY	CARDINAL NUMBERS	
1613	forty (40)	quarante (40)			11	1		QUANTITY	CARDINAL NUMBERS	
1614	fifty (50)	cinquante (50)			11	1		QUANTITY	CARDINAL NUMBERS	
1615	sixty (60)	soixante (60)			11	1		QUANTITY	CARDINAL NUMBERS	
1616	seventy (70)	soixante-dix (70)			11	1		QUANTITY	CARDINAL NUMBERS	
1617	eighty (80)	quatre-vingt (80)			11	1		QUANTITY	CARDINAL NUMBERS	
1618	ninety (90)	quatre-vingt-dix (90)			11	1		QUANTITY	CARDINAL NUMBERS	
1619	hundred (100)	cent (100)			11	1		QUANTITY	CARDINAL NUMBERS	
1620	two hundred (200)	deux cents (200)			11	1		QUANTITY	CARDINAL NUMBERS	
1621	five hundred (500)	cinq cents (500)			11	1		QUANTITY	CARDINAL NUMBERS	
1622	thousand (1000)	mille (1000)			11	1		QUANTITY	CARDINAL NUMBERS	
1623	(be) first	(être) premier			11	2		QUANTITY	ORDINAL NUMBERS	
1624	(be) second	(être) deuxième, second			11	2		QUANTITY	ORDINAL NUMBERS	
1625	(be) third	(être) troisième			11	2		QUANTITY	ORDINAL NUMBERS	
1626	(be) last	(être) dernier			11	2		QUANTITY	ORDINAL NUMBERS	
1627	add	ajouter			11	3		QUANTITY	ORDER	
1628	subtract, take away	soustraire, diminuer			11	3		QUANTITY	ORDER	
1629	increase (intr)	augmenter (intr)			11	3		QUANTITY	ORDER	
1630	decrease (intr)	diminuer (intr)			11	3		QUANTITY	ORDER	
1631	count (v)	compter			11	3		QUANTITY	ORDER	
1632	arrange	arranger, mettre en ordre			11	3		QUANTITY	ORDER	
1633	(be) equal	(être) égal			11	3		QUANTITY	ORDER	
1634	(be) abundant	(être) abondant			11	4		QUANTITY	RELATIVE QUANTITY	
1635	enough	assez, suffisamment	13.18	enough	11	4		QUANTITY	RELATIVE QUANTITY	
1636	lack (v)	manquer			11	4		QUANTITY	RELATIVE QUANTITY	
1637	(be) used up	(être) épuisé			11	4		QUANTITY	RELATIVE QUANTITY	
1638	all	tout, tous	13.14	all	11	5		QUANTITY	QUANTIFIERS AND NEGATION	
1639	many	beaucoup (de)	13.15	many	11	5		QUANTITY	QUANTIFIERS AND NEGATION	
1640	few	peu (de)	13.17	few	11	5		QUANTITY	QUANTIFIERS AND NEGATION	
1641	half	moitié	13.24	the half	11	5		QUANTITY	QUANTIFIERS AND NEGATION	
1642	whole	entier, l'ensemble, le tout			11	5		QUANTITY	QUANTIFIERS AND NEGATION	
1643	everybody	tout le monde			11	5		QUANTITY	QUANTIFIERS AND NEGATION	
1644	everything	tout, toutes choses			11	5		QUANTITY	QUANTIFIERS AND NEGATION	
1645	everywhere	partout			11	5		QUANTITY	QUANTIFIERS AND NEGATION	
1646	nobody	(aucune) personne, nul		nobody	11	5		QUANTITY	QUANTIFIERS AND NEGATION	
1647	nothing	rien	24.14	nothing	11	5		QUANTITY	QUANTIFIERS AND NEGATION	
1648	I	je	2.91	I	12	1		GRAMMATICAL ITEMS	PRONOUNS	
1649	you (masc, sing)	tu (masc, sing)			12	1		GRAMMATICAL ITEMS	PRONOUNS	
1650	he (human)	il (humain)			12	1		GRAMMATICAL ITEMS	PRONOUNS	
1651	we (incl)	nous (incl)			12	1		GRAMMATICAL ITEMS	PRONOUNS	
1652	you (pl)	vous (pl)			12	1		GRAMMATICAL ITEMS	PRONOUNS	
